"","Name","Genre","Platform","Total_Sales","NA_Sales","JP_Sales","PAL_Sales","Other_Sales","Year"
"1393","Gitaroo Man","Misc","PS2",0.05,0.02,0,0.02,0.01,2002
"1394","World Fantasista","Sports","PS2",0.05,0,0.05,0,0,2002
"1395","The King of Fighters 2000","Fighting","PS2",0.04,0,0.04,0,0,2002
"1396","Mafia","Action","PC",0.04,0,0,0.04,0,2002
"1397","FIFA Soccer 2003 (weekly jp sales)","Sports","PS2",0.04,0,0.04,0,0,2002
"1398","Dramatic Soccer Game: Nippon Daihyou Senshu Ninarou!","Sports","PS2",0.04,0,0.04,0,0,2002
"1399","Jikkyou World Soccer 2002","Sports","PS2",0.04,0,0.04,0,0,2002
"1400","Smashing Drive","Racing","XB",0.04,0.03,0,0.01,0,2002
"1401","ESPN NBA 2Night 2002","Sports","PS2",0.03,0.02,0,0.01,0,2002
"1402","Gacharoku","Misc","PS2",0.03,0,0.03,0,0,2002
"1403","Egg Mania: Eggstreme Madness","Puzzle","PS2",0.03,0.02,0,0.01,0,2002
"1404","Neverwinter Nights","Role-Playing","PC",0.03,0,0,0.03,0,2002
"1405","Metal Dungeon","Role-Playing","XB",0.03,0.02,0,0.01,0,2002
"1406","Whiteout","Racing","XB",0.03,0.02,0,0.01,0,2002
"1407","ESPN Winter X Games: Snowboarding 2002","Sports","XB",0.03,0.02,0,0.01,0,2002
"1408","DrumMania 7th Mix","Simulation","PS2",0.03,0,0.03,0,0,2002
"1409","Runabout 3: Neo Age","Racing","PS2",0.03,0,0.03,0,0,2002
"1410","Battlefield 1942","Shooter","PC",0.03,0.01,0,0.02,0,2002
"1411","Konohana 2: Todoke Kanai Requiem","Adventure","PS2",0.03,0,0.03,0,0,2002
"1412","Toxic Grind","Sports","XB",0.02,0.02,0,0,0,2002
"1413","Jitsumei Jikkyou Keiba Dream Classic 2002","Sports","PS2",0.02,0,0.02,0,0,2002
"1414","Evolution Snowboarding","Sports","PS2",0.02,0.01,0,0.01,0,2002
"1415","Natsuiro no Sunadokei","Adventure","PS2",0.02,0,0.02,0,0,2002
"1416","Whiteout","Racing","PS2",0.02,0.01,0,0.01,0,2002
"1417","Kikou Heidan J-Phoenix: Cobalt Shoutaihen","Action","PS2",0.02,0,0.02,0,0,2002
"1418","Maximum Capacity: Hotel Giant","Strategy","PC",0.02,0,0,0.02,0,2002
"1419","Tsuki no Hikari: Shizumeru Kane no Satsujin","Adventure","PS2",0.02,0,0.02,0,0,2002
"1420","Combat Flight Simulator 3: Battle for Europe","Simulation","PC",0.02,0.01,0,0.01,0,2002
"1421","Roommate Asami: Okusama wa Joshikousei","Adventure","PS2",0.02,0,0.02,0,0,2002
"1422","Impossible Creatures","Strategy","PC",0.01,0,0,0.01,0,2002
"1423","Pachi-Slot Teiou: Golgo 13 Las Vegas (JP sales, but wrong system)","Misc","PS2",0.01,0,0.01,0,0,2002
"1424","Egg Mania: Eggstreme Madness","Puzzle","XB",0.01,0.01,0,0,0,2002
"1425","Grand Theft Auto III","Action","PC",0.01,0,0,0.01,0,2002
"1426","Unreal Tournament 2003","Shooter","PC",0.01,0,0,0.01,0,2002
"1427","WTA Tour Tennis","Sports","XB",0.01,0.01,0,0,0,2002
"1428","Harry Potter and the Chamber of Secrets","Adventure","PC",0.01,0,0,0.01,0,2002
"1429","RalliSport Challenge (JP sales)","Racing","XB",0.01,0,0.01,0,0,2002
"1430","Super Bubble Pop","Puzzle","XB",0.01,0.01,0,0,0,2002
"1431","Command & Conquer Renegade","Shooter","PC",0.01,0,0,0.01,0,2002
"1432","ESPN NBA 2Night 2002","Sports","XB",0.01,0.01,0,0,0,2002
"1433","Icewind Dale II","Role-Playing","PC",0.01,0,0,0.01,0,2002
"1434","Emperor: Rise of the Middle Kingdom","Strategy","PC",0.01,0,0,0.01,0,2002
"1435","Gravity Games Bike: Street Vert Dirt","Sports","XB",0.01,0.01,0,0,0,2002
"1436","Nancy Drew: Secret of the Scarlet Hand","Adventure","PC",0.01,0.01,0,0,0,2002
"1437","Ashita no Joe 2: The Anime Super Remix","Fighting","PS2",0.01,0,0.01,0,0,2002
"1438","Need for Speed Underground","Racing","PS2",7.2,3.27,0.08,2.83,1.02,2003
"1439","The Getaway","Action","PS2",3.54,1.23,0.05,1.77,0.49,2003
"1440","True Crime: Streets of LA","Action","PS2",3.27,1.89,0.02,1.05,0.31,2003
"1441","Enter the Matrix","Action","PS2",3.18,1.78,0.09,1.12,0.19,2003
"1442","World Soccer Winning Eleven 6 International","Sports","PS2",2.99,0.12,1.16,1.26,0.45,2003
"1443","SOCOM II: U.S. Navy SEALs","Shooter","PS2",2.94,2.22,0.06,0.51,0.15,2003
"1444","WWE SmackDown! Here Comes the Pain","Fighting","PS2",2.8,1.32,0.04,1.06,0.38,2003
"1445","Jak II","Platform","PS2",2.78,1.68,0,0.74,0.36,2003
"1446","Ratchet & Clank: Going Commando","Platform","PS2",2.78,1.44,0.26,0.83,0.25,2003
"1447","The Sims","Simulation","PS2",2.77,1.41,0,1.12,0.24,2003
"1448","Rockstar Games Double Pack: Grand Theft Auto III & Grand Theft Auto Vice City","Action","XB",2.49,1.84,0,0.56,0.09,2003
"1449","Prince of Persia: The Sands of Time","Adventure","PS2",2.22,0.88,0,1.03,0.31,2003
"1450","Finding Nemo","Action","PS2",2.09,1.26,0.05,0.6,0.18,2003
"1451","Crash Nitro Kart","Racing","PS2",1.95,0.74,0,1.01,0.2,2003
"1452","NBA Street Vol. 2","Sports","PS2",1.95,1.69,0,0.2,0.06,2003
"1453","Def Jam Vendetta","Fighting","PS2",1.94,0.95,0,0.74,0.25,2003
"1454","The Sims: Makin' Magic","Simulation","PC",1.92,1.03,0,0.8,0.09,2003
"1455","Midnight Club II","Racing","PS2",1.78,1.25,0,0.29,0.24,2003
"1456","Xenosaga Episode I: Der Wille zur Macht","Role-Playing","PS2",1.74,0.63,0.45,0.49,0.17,2003
"1457","Need for Speed Underground","Racing","XB",1.71,1.09,0,0.55,0.07,2003
"1458","SSX 3","Sports","PS2",1.67,0.93,0,0.52,0.22,2003
"1459","PGR: Project Gotham Racing 2","Racing","XB",1.67,0.97,0.04,0.59,0.07,2003
"1460","NCAA Football 2004","Sports","PS2",1.67,1.35,0,0.09,0.23,2003
"1461","SpongeBob SquarePants: Battle for Bikini Bottom","Platform","PS2",1.67,1.08,0,0.45,0.14,2003
"1462","Tom Clancy's Rainbow Six 3","Shooter","XB",1.55,0.91,0,0.57,0.07,2003
"1463","Colin McRae Rally 3","Racing","PS2",1.4,0.03,0.02,1.05,0.3,2003
"1464","True Crime: Streets of LA","Action","XB",1.38,0.96,0,0.37,0.05,2003
"1465","The Simpsons: Hit & Run","Racing","XB",1.35,0.7,0,0.58,0.07,2003
"1466","Manhunt","Action","PS2",1.28,0.63,0,0.49,0.16,2003
"1467","Tony Hawk's Underground","Sports","XB",1.27,0.85,0,0.37,0.05,2003
"1468","Championship Manager 03/04","Sports","PC",1.26,0,0,1.15,0.11,2003
"1469","Lara Croft Tomb Raider: The Angel of Darkness","Action","PS2",1.25,0.61,0,0.48,0.16,2003
"1470","Enter the Matrix","Action","XB",1.2,0.72,0.01,0.43,0.04,2003
"1471","Cabela's Dangerous Hunts","Sports","PS2",1.17,0.57,0,0.45,0.15,2003
"1472","Medal of Honor: Rising Sun","Shooter","XB",1.17,0.76,0,0.36,0.05,2003
"1473","Tak and the Power of Juju","Platform","PS2",1.15,0.56,0,0.44,0.15,2003
"1474","Tenchu: Wrath of Heaven","Action","PS2",1.14,0.44,0.25,0.34,0.11,2003
"1475","The Lord of the Rings: The Return of the King","Action","XB",1.14,0.71,0,0.38,0.05,2003
"1476","Madden NFL 2004","Sports","XB",1.09,1.02,0,0.02,0.05,2003
"1477","NASCAR Thunder 2004","Racing","PS2",1.08,0.53,0,0.41,0.14,2003
"1478","MVP Baseball 2003","Sports","PS2",1.04,0.51,0,0.4,0.13,2003
"1479","The Elder Scrolls III: Morrowind Game of the Year Edition","Role-Playing","XB",1.03,0.77,0,0.22,0.04,2003
"1480","Championship Manager 3","Sports","PC",1.01,0,0,0.93,0.08,2003
"1481","Ford Racing 2","Racing","PS2",1,0.49,0,0.38,0.13,2003
"1482","Dynasty Warriors 3: Xtreme Legends","Action","PS2",1,0.13,0.74,0.1,0.03,2003
"1483","Dark Cloud 2","Role-Playing","PS2",0.96,0.38,0.26,0.25,0.07,2003
"1484","Wheel of Fortune","Misc","PS2",0.95,0.47,0,0.36,0.12,2003
"1485","Colin McRae Rally 04","Racing","PS2",0.94,0.01,0.01,0.71,0.21,2003
"1486","Castlevania: Lament of Innocence","Action","PS2",0.94,0.46,0,0.36,0.12,2003
"1487","Prince of Persia: The Sands of Time","Adventure","XB",0.94,0.57,0,0.33,0.04,2003
"1488","Teenage Mutant Ninja Turtles","Action","PS2",0.92,0.45,0,0.35,0.12,2003
"1489","Starsky & Hutch","Racing","PS2",0.92,0.45,0,0.35,0.12,2003
"1490","Crimson Skies: High Road to Revenge","Simulation","XB",0.87,0.65,0,0.19,0.03,2003
"1491","ATV Quad Power Racing 2","Racing","PS2",0.84,0.41,0,0.32,0.11,2003
"1492","Big Mutha Truckers","Racing","PS2",0.84,0.41,0,0.32,0.11,2003
"1493","Conflict: Desert Storm II - Back to Bagdhad","Shooter","PS2",0.77,0.38,0,0.29,0.1,2003
"1494","Unlimited Saga","Role-Playing","PS2",0.77,0.1,0.56,0.08,0.03,2003
"1495","Cabela's Deer Hunt: 2004 Season","Sports","PS2",0.76,0.37,0,0.29,0.1,2003
"1496","MTV Celebrity Deathmatch","Fighting","PS2",0.76,0.37,0,0.29,0.1,2003
"1497","Virtua Fighter 4: Evolution","Fighting","PS2",0.71,0.35,0,0.27,0.09,2003
"1498","Super Trucks Racing","Racing","PS2",0.71,0.35,0,0.27,0.09,2003
"1499","Silent Hill 3","Adventure","PS2",0.71,0.35,0,0.27,0.09,2003
"1500","Kill.Switch","Shooter","PS2",0.7,0.34,0,0.27,0.09,2003
"1501","NBA Street Vol. 2","Sports","XB",0.68,0.62,0,0.04,0.02,2003
"1502","Return to Castle Wolfenstein: Tides of War","Shooter","XB",0.67,0.49,0,0.16,0.02,2003
"1503","The Fairly Odd Parents: Breakin Da Rules","Platform","PS2",0.67,0.33,0,0.25,0.09,2003
"1504","Finding Nemo","Action","XB",0.66,0.48,0,0.16,0.02,2003
"1505","Max Payne 2: The Fall of Max Payne","Shooter","XB",0.64,0.47,0,0.15,0.02,2003
"1506","Mobile Suit Z Gundam: AEUG vs. Titans","Fighting","PS2",0.63,0,0.63,0,0,2003
"1507","Tiger Woods PGA Tour 2004","Sports","XB",0.62,0.47,0,0.13,0.02,2003
"1508","Time Crisis 3","Shooter","PS2",0.61,0.3,0,0.23,0.08,2003
"1509","Dai-2-Ji Super Robot Taisen Î±","Strategy","PS2",0.6,0,0.6,0,0,2003
"1510","SpongeBob SquarePants: Battle for Bikini Bottom","Platform","XB",0.57,0.45,0,0.1,0.02,2003
"1511","XIII","Shooter","PS2",0.57,0.28,0,0.22,0.07,2003
"1512","The Sims: Bustin' Out","Simulation","XB",0.56,0.4,0,0.14,0.02,2003
"1513","WWE Raw 2","Fighting","XB",0.56,0.43,0,0.11,0.02,2003
"1514","American Idol","Misc","PS2",0.55,0.27,0,0.21,0.07,2003
"1515","ESPN NBA Basketball","Sports","PS2",0.54,0.26,0,0.21,0.07,2003
"1516","Legacy of Kain: Defiance","Adventure","PS2",0.53,0.26,0,0.2,0.07,2003
"1517","MLB SlugFest 20-04","Sports","PS2",0.53,0.26,0,0.2,0.07,2003
"1518","Return to Castle Wolfenstein: Operation Resurrection","Shooter","PS2",0.53,0.26,0,0.2,0.07,2003
"1519","J-League Pro Soccer Club o Tsukurou! 3","Sports","PS2",0.52,0,0.52,0,0,2003
"1520","Freedom Fighters","Shooter","PS2",0.52,0.25,0,0.2,0.07,2003
"1521","Jikkyou Powerful Pro Yakyuu 10","Sports","PS2",0.51,0,0.51,0,0,2003
"1522","Looney Tunes: Back in Action","Platform","PS2",0.5,0.25,0,0.19,0.06,2003
"1523","Midnight Club II","Racing","XB",0.5,0.42,0,0.06,0.02,2003
"1524","Barbie Horse Adventures: Wild Horse Rescue","Sports","PS2",0.49,0.24,0,0.19,0.06,2003
"1525","Taiko no Tatsujin: Appare Sandaime","Misc","PS2",0.49,0,0.49,0,0,2003
"1526","Spy Hunter 2","Racing","PS2",0.49,0.24,0,0.19,0.06,2003
"1527","Jeopardy!","Misc","PS2",0.48,0.24,0,0.18,0.06,2003
"1528","Secret Weapons Over Normandy","Simulation","PS2",0.48,0.24,0,0.18,0.06,2003
"1529","Downhill Domination","Racing","PS2",0.47,0.23,0,0.18,0.06,2003
"1530","Jampack Winter 2003 (RP-M)","Misc","PS2",0.46,0.22,0,0.18,0.06,2003
"1531",".hack//Outbreak Part 3","Role-Playing","PS2",0.46,0.14,0.17,0.11,0.04,2003
"1532","Top Spin","Sports","XB",0.46,0.36,0,0.08,0.02,2003
"1533","Sphinx and the Cursed Mummy","Adventure","PS2",0.45,0.22,0,0.17,0.06,2003
"1534","Taiko no Tatsujin: Doki! Shinkyoku Darake no Haru Matsuri","Misc","PS2",0.44,0,0.44,0,0,2003
"1535","Hunter: The Reckoning Wayward","Action","PS2",0.43,0.21,0,0.16,0.06,2003
"1536","The Sims","Simulation","XB",0.42,0.31,0,0.1,0.01,2003
"1537","All-Star Baseball 2004","Sports","PS2",0.42,0.21,0,0.16,0.05,2003
"1538","Hot Wheels World Race","Racing","PS2",0.42,0.21,0,0.16,0.05,2003
"1539","The Adventures of Jimmy Neutron Boy Genius: Jet Fusion","Action","PS2",0.42,0.21,0,0.16,0.05,2003
"1540","NBA Jam","Sports","PS2",0.41,0.2,0,0.16,0.05,2003
"1541","NFL GameDay 2004","Sports","PS2",0.41,0.2,0,0.16,0.05,2003
"1542","Jampack Winter 2003 (RP-T)","Misc","PS2",0.39,0.19,0,0.15,0.05,2003
"1543","Chessmaster","Misc","PS2",0.39,0.19,0,0.15,0.05,2003
"1544","Auto Modellista","Racing","PS2",0.39,0.19,0,0.15,0.05,2003
"1545","Reel Fishing III","Sports","PS2",0.37,0.18,0,0.14,0.05,2003
"1546","ESPN NFL Football","Sports","XB",0.36,0.27,0,0.08,0.01,2003
"1547","Momotarou Dentetsu 12","Misc","PS2",0.35,0,0.35,0,0,2003
"1548","Batman: Rise of Sin Tzu","Action","PS2",0.35,0.17,0,0.13,0.05,2003
"1549","Cabela's Dangerous Hunts","Sports","XB",0.35,0.26,0,0.08,0.01,2003
"1550","Xbox Music Mixer","Misc","XB",0.35,0.26,0,0.08,0.01,2003
"1551","Beyond Good & Evil","Adventure","PS2",0.33,0.16,0,0.13,0.04,2003
"1552","Hulk","Action","XB",0.33,0.25,0,0.07,0.01,2003
"1553","Deus Ex: Invisible War","Shooter","XB",0.33,0.25,0,0.07,0.01,2003
"1554","Clock Tower 3","Adventure","PS2",0.33,0.1,0.12,0.08,0.03,2003
"1555","Disgaea: Hour of Darkness","Role-Playing","PS2",0.33,0.16,0,0.13,0.04,2003
"1556","SWAT: Global Strike Team","Shooter","PS2",0.32,0.16,0,0.12,0.04,2003
"1557","Frogger's Adventures: The Rescue","Platform","PS2",0.32,0.16,0,0.12,0.04,2003
"1558","Disney's Extreme Skate Adventure","Sports","PS2",0.32,0.16,0,0.12,0.04,2003
"1559","From TV Animation One Piece: Grand Battle! 3","Fighting","PS2",0.32,0,0.32,0,0,2003
"1560","NFL Fever 2004","Sports","XB",0.32,0.24,0,0.07,0.01,2003
"1561","Jampack: Summer 2003 (RP-M)","Misc","PS2",0.31,0.15,0,0.12,0.04,2003
"1562","Armored Core: Silent Line","Simulation","PS2",0.31,0.07,0.16,0.06,0.02,2003
"1563","Star Wars Jedi Knight II: Jedi Outcast","Shooter","XB",0.31,0.23,0,0.07,0.01,2003
"1564","Music Maker","Misc","PS2",0.31,0.15,0,0.12,0.04,2003
"1565","Pride FC: Fighting Championships","Fighting","PS2",0.3,0.15,0,0.11,0.04,2003
"1566","Pirates of the Caribbean","Role-Playing","XB",0.29,0.22,0,0.06,0.01,2003
"1567","Rayman 3: Hoodlum Havoc","Platform","PS2",0.29,0.14,0,0.11,0.04,2003
"1568","Netsu Chu! Pro Yakyuu 2003","Sports","PS2",0.28,0,0.28,0,0,2003
"1569","Kung Fu Chaos","Fighting","XB",0.28,0.21,0,0.06,0.01,2003
"1570","Conflict: Desert Storm II - Back to Bagdhad","Shooter","XB",0.28,0.21,0,0.06,0.01,2003
"1571","Initial D: Special Stage","Racing","PS2",0.27,0,0.27,0,0,2003
"1572","ESPN NBA Basketball","Sports","XB",0.27,0.2,0,0.06,0.01,2003
"1573","Lowrider","Misc","PS2",0.26,0.11,0.03,0.09,0.03,2003
"1574","Panzer Dragoon Orta","Shooter","XB",0.26,0.16,0.04,0.05,0.01,2003
"1575","Outlaw Volleyball","Sports","XB",0.26,0.19,0,0.06,0.01,2003
"1576","Dungeons & Dragons Heroes","Role-Playing","XB",0.26,0.19,0,0.06,0.01,2003
"1577","NBA ShootOut 2004","Sports","PS2",0.26,0.13,0,0.1,0.03,2003
"1578","Secret Weapons Over Normandy","Simulation","XB",0.25,0.19,0,0.05,0.01,2003
"1579","Walt Disney's The Jungle Book: Rhythm N'Groove","Misc","PS2",0.25,0.12,0,0.1,0.03,2003
"1580","Amped 2","Sports","XB",0.25,0.2,0,0.04,0.01,2003
"1581","XIII","Shooter","XB",0.25,0.16,0,0.08,0.01,2003
"1582","World Series Baseball 2K3","Sports","PS2",0.25,0.12,0,0.1,0.03,2003
"1583","World Soccer Winning Eleven 7","Sports","PS2",0.24,0.12,0,0.09,0.03,2003
"1584","Vexx","Platform","PS2",0.24,0.12,0,0.09,0.03,2003
"1585","Corvette","Racing","XB",0.24,0.18,0,0.05,0.01,2003
"1586","Burnout 2: Point of Impact","Racing","XB",0.24,0.18,0,0.05,0.01,2003
"1587","Kill.Switch","Shooter","XB",0.24,0.18,0,0.05,0.01,2003
"1588","Summon Night 3","Role-Playing","PS2",0.24,0,0.24,0,0,2003
"1589","Sakura Wars: Atsuki Chishio Ni","Role-Playing","PS2",0.24,0,0.24,0,0,2003
"1590","NCAA March Madness 2004","Sports","XB",0.24,0.18,0,0.05,0.01,2003
"1591","Ratchet & Clank: Going Commando (JP weekly sales)","Action","PS2",0.24,0,0.24,0,0,2003
"1592","The Hobbit","Adventure","XB",0.24,0.18,0,0.05,0.01,2003
"1593","My Street","Misc","PS2",0.24,0.12,0,0.09,0.03,2003
"1594","Wallace & Gromit in Project Zoo","Platform","PS2",0.23,0.11,0,0.09,0.03,2003
"1595","Starsky & Hutch","Racing","XB",0.23,0.17,0,0.05,0.01,2003
"1596","ESPN NHL Hockey","Sports","PS2",0.23,0.11,0,0.09,0.03,2003
"1597","Pro Yakyuu Team o Tsukurou! 2","Sports","PS2",0.23,0,0.23,0,0,2003
"1598","The Italian Job","Racing","PS2",0.23,0.11,0,0.09,0.03,2003
"1599","Freedom Fighters","Shooter","XB",0.23,0.17,0,0.05,0.01,2003
"1600","Soldier of Fortune II: Double Helix","Shooter","XB",0.23,0.17,0,0.05,0.01,2003
"1601","BlowOut","Shooter","PS2",0.23,0.11,0,0.09,0.03,2003
"1602","NFL Blitz Pro","Sports","PS2",0.23,0.11,0,0.09,0.03,2003
"1603","NCAA GameBreaker 2004","Sports","PS2",0.23,0.11,0,0.09,0.03,2003
"1604","Rogue Ops","Action","PS2",0.23,0.11,0,0.09,0.03,2003
"1605","Mobile Suit Gundam Seed","Simulation","PS2",0.22,0,0.22,0,0,2003
"1606","Rugby 2004","Sports","PS2",0.22,0.11,0,0.08,0.03,2003
"1607","Disaster Report","Action","PS2",0.21,0.03,0.15,0.02,0.01,2003
"1608","EVE Online","Role-Playing","PC",0.2,0,0,0.19,0.01,2003
"1609","Jikkyou Powerful Pro Yakyuu 10 Chou Ketteiban: 2003 Memorial","Sports","PS2",0.2,0,0.2,0,0,2003
"1610","Taiko no Tatsujin: Waku Waku Anime Matsuri","Misc","PS2",0.2,0,0.2,0,0,2003
"1611","MVP Baseball 2003","Sports","XB",0.2,0.15,0,0.04,0.01,2003
"1612","IHRA Drag Racing 2004","Racing","XB",0.2,0.15,0,0.04,0.01,2003
"1613","Tetris Worlds (Online Edition)","Puzzle","XB",0.2,0.15,0,0.04,0.01,2003
"1614","Super Robot Taisen: Scramble Commander","Strategy","PS2",0.19,0,0.19,0,0,2003
"1615","Legacy of Kain: Defiance","Adventure","XB",0.19,0.14,0,0.04,0.01,2003
"1616","Harry Potter: Quidditch World Cup","Sports","XB",0.19,0.14,0,0.04,0.01,2003
"1617","Star Wars: The Clone Wars & Tetris Worlds","Misc","XB",0.19,0.14,0,0.04,0.01,2003
"1618","Buffy the Vampire Slayer: Chaos Bleeds","Action","PS2",0.18,0.09,0,0.07,0.02,2003
"1619","Siren","Adventure","PS2",0.18,0.09,0,0.07,0.02,2003
"1620","Amplitude","Misc","PS2",0.18,0.09,0,0.07,0.02,2003
"1621","K-1 World Grand Prix","Sports","PS2",0.18,0.04,0.1,0.03,0.01,2003
"1622","NHL 2004","Sports","XB",0.18,0.13,0,0.04,0.01,2003
"1623","Goblin Commander: Unleash the Horde","Strategy","PS2",0.17,0.08,0,0.07,0.02,2003
"1624","RoadKill","Action","PS2",0.17,0.08,0,0.07,0.02,2003
"1625","Hanjuku Eiyuu Tai 3D","Role-Playing","PS2",0.17,0,0.17,0,0,2003
"1626","Far East of Eden II: Manji Maru","Role-Playing","PS2",0.17,0,0.17,0,0,2003
"1627","ESPN College Hoops","Sports","PS2",0.16,0.08,0,0.06,0.02,2003
"1628","Kya: Dark Lineage","Adventure","PS2",0.16,0.08,0,0.06,0.02,2003
"1629","Lethal Skies II","Simulation","PS2",0.16,0.08,0,0.06,0.02,2003
"1630","Magic: The Gathering - Battlegrounds","Strategy","XB",0.16,0.12,0,0.03,0.01,2003
"1631","Fatal Frame II: Crimson Butterfly","Action","PS2",0.16,0.08,0,0.06,0.02,2003
"1632","Dynasty Warriors 4","Action","XB",0.16,0.12,0,0.03,0.01,2003
"1633","Wakeboarding Unleashed Featuring Shaun Murray","Sports","PS2",0.16,0.08,0,0.06,0.02,2003
"1634","Intellivision Lives!","Misc","PS2",0.16,0.08,0,0.06,0.02,2003
"1635","Black & Bruised","Fighting","PS2",0.16,0.08,0,0.06,0.02,2003
"1636","Battlestar Galactica","Simulation","PS2",0.16,0.08,0,0.06,0.02,2003
"1637","World Series Baseball 2K3","Sports","XB",0.15,0.11,0,0.03,0.01,2003
"1638","Ford Racing 2","Racing","XB",0.15,0.11,0,0.03,0.01,2003
"1639","eJay Clubworld","Misc","PS2",0.15,0.07,0,0.06,0.02,2003
"1640","Fugitive Hunter: War on Terror","Shooter","PS2",0.15,0.07,0,0.06,0.02,2003
"1641","Phantasy Star Online Episode I & II","Role-Playing","XB",0.15,0.11,0,0.03,0.01,2003
"1642","Mojo!","Puzzle","PS2",0.14,0.07,0,0.05,0.02,2003
"1643","World Tour Soccer 2003","Sports","PS2",0.14,0.07,0,0.05,0.02,2003
"1644","Micro Machines","Racing","PS2",0.14,0.07,0,0.05,0.02,2003
"1645","Dino Crisis 3","Action","XB",0.14,0.08,0.03,0.03,0,2003
"1646","Star Wars: Knights of the Old Republic","Role-Playing","PC",0.14,0.01,0,0.11,0.02,2003
"1647","Spy Hunter 2","Racing","XB",0.13,0.1,0,0.03,0,2003
"1648","Final Fantasy XI: Rise of the Zilart","Role-Playing","PS2",0.13,0,0.13,0,0,2003
"1649","Rogue Ops","Action","XB",0.13,0.1,0,0.03,0,2003
"1650","RPG Maker II","Role-Playing","PS2",0.13,0.06,0,0.05,0.02,2003
"1651","Mission: Impossible - Operation Surma","Action","XB",0.13,0.1,0,0.03,0,2003
"1652","RollerCoaster Tycoon","Strategy","XB",0.13,0.1,0,0.03,0,2003
"1653","Crouching Tiger, Hidden Dragon","Action","PS2",0.13,0.06,0,0.05,0.02,2003
"1654","Whiplash","Platform","PS2",0.13,0.06,0,0.05,0.02,2003
"1655","SoulCalibur II (JP weekly data)","Fighting","PS2",0.13,0,0.13,0,0,2003
"1656","Otogi: Myth of Demons","Action","XB",0.13,0.08,0.03,0.02,0,2003
"1657","Alter Echo","Shooter","PS2",0.13,0.06,0,0.05,0.02,2003
"1658","All-Star Baseball 2004","Sports","XB",0.13,0.1,0,0.03,0,2003
"1659","Star Wars: Clone Wars","Shooter","XB",0.13,0.1,0,0.03,0,2003
"1660","Red Faction II","Shooter","XB",0.12,0.09,0,0.03,0,2003
"1661","Voodoo Vince","Platform","XB",0.12,0.09,0,0.03,0,2003
"1662","Godzilla: Destroy All Monsters Melee","Fighting","XB",0.12,0.09,0,0.03,0,2003
"1663","MLB Inside Pitch 2003","Sports","XB",0.12,0.09,0,0.03,0,2003
"1664","Buffy the Vampire Slayer: Chaos Bleeds","Action","XB",0.12,0.09,0,0.03,0,2003
"1665","Smash Cars","Racing","PS2",0.11,0.06,0,0.04,0.01,2003
"1666","Murakumo: Renegade Mech Pursuit","Shooter","XB",0.11,0.04,0.06,0.01,0,2003
"1667","UFC: Tapout 2","Fighting","XB",0.1,0.08,0,0.02,0,2003
"1668","Vexx","Platform","XB",0.1,0.08,0,0.02,0,2003
"1669","F1 Career Challenge","Racing","PS2",0.1,0.05,0,0.04,0.01,2003
"1670","Syberia","Adventure","XB",0.1,0.08,0,0.02,0,2003
"1671","G1 Jockey 3","Sports","PS2",0.1,0.02,0.07,0.01,0,2003
"1672","Beyond Good & Evil","Adventure","XB",0.1,0.08,0,0.02,0,2003
"1673","Capcom vs. SNK 2 EO","Fighting","XB",0.1,0.08,0,0.02,0,2003
"1674","Freaky Flyers","Racing","PS2",0.1,0.05,0,0.04,0.01,2003
"1675","Piglet's Big Game","Platform","PS2",0.1,0.05,0,0.04,0.01,2003
"1676","Winning Post 6","Sports","PS2",0.09,0,0.09,0,0,2003
"1677","MLB SlugFest 20-04","Sports","XB",0.09,0.07,0,0.02,0,2003
"1678","Disney's The Haunted Mansion","Platform","XB",0.09,0.07,0,0.02,0,2003
"1679","Aliens versus Predator: Extinction","Strategy","XB",0.08,0.06,0,0.02,0,2003
"1680","RTX Red Rock","Shooter","PS2",0.08,0.04,0,0.03,0.01,2003
"1681","Grand Prix Challenge","Racing","PS2",0.08,0.04,0,0.03,0.01,2003
"1682","The Italian Job","Racing","XB",0.08,0.06,0,0.02,0,2003
"1683","Space Channel 5 Special Edition","Misc","PS2",0.08,0.04,0,0.03,0.01,2003
"1684","High Heat Major League Baseball 2004","Sports","XB",0.08,0.06,0,0.02,0,2003
"1685","Goblin Commander: Unleash the Horde","Strategy","XB",0.08,0.06,0,0.02,0,2003
"1686","Battlestar Galactica","Simulation","XB",0.08,0.06,0,0.02,0,2003
"1687","RoadKill","Action","XB",0.08,0.06,0,0.02,0,2003
"1688","P.T.O. IV: Pacific Theater of Operations","Strategy","PS2",0.08,0.04,0,0.03,0.01,2003
"1689","I-Ninja","Platform","XB",0.07,0.05,0,0.02,0,2003
"1690","Maximum Chase","Racing","XB",0.07,0.05,0,0.02,0,2003
"1691","Exhibition Volume 4","Misc","XB",0.07,0.05,0,0.02,0,2003
"1692","Galerians: Ash","Adventure","PS2",0.07,0.03,0,0.03,0.01,2003
"1693","Harry Potter and the Sorcerer's Stone","Action","XB",0.07,0.05,0,0.02,0,2003
"1694","SimCity 4: Deluxe Edition","Simulation","PC",0.07,0,0,0.06,0.01,2003
"1695","Microsoft Flight Simulator 2004: A Century of Flight","Simulation","PC",0.07,0,0,0.06,0.01,2003
